He offered floral tributes at Sant Kabir Samadhi, on the occasion of the 500th death anniversary of the great saint and poet, Kabir.	ಅವರು ಶ್ರೇಷ್ಠ ಸಂತ, ಕವಿ ಕಬೀರ ಅವರ 500ನೇ ಪುಣ್ಯತಿಥಿ ಅಂಗವಾಗಿ ಸಂತ ಕಬೀರರ ಸಮಾಧಿಗೆ ಪುಷ್ಪನಮನ ಸಲ್ಲಿಸಿದರು.
He also offered Chadar at Sant Kabir Mazaar.	ಅವರು ಸಂತ ಕಬೀರ ಮಸೀದಿಗೆ ಚಾದರ ಅರ್ಪಿಸಿದರು.
He visited the Sant Kabir Cave, and unveiled a plaque to mark the laying of Foundation Stone of Sant Kabir Academy, which will highlight the great saint’s teachings and thought.	ಪ್ರಧಾನಿ ಅವರು ಸಂತ ಕಬೀರರ ಗುಹೆಗೆ ಭೇಟಿ ನೀಡಿ, ಶ್ರೇಷ್ಠ ಸಂತರ ಬೋಧನೆ ಮತ್ತು ಚಿಂತನೆಗಳನ್ನು ಬಿಂಬಿಸಲು ನಿರ್ಮಿಸಲಿರುವ ಸಂತ ಕಬೀರ ಅಕಾಡೆಮಿಗೆ ಶಂಕುಸ್ಥಾಪನೆ ನೆರವೇರಿಸಿ, ಫಲಕ ಅನಾವರಣಗೊಳಿಸಿದರು.
At a public meeting, the Prime Minister said that a wish which he had for years, had been fulfilled, by paying homage to the great saint Kabir, at the hallowed land of Maghar, where legend says that Sant Kabir, Guru Nanak and Baba Gorakhnath, had engaged in spiritualdiscussion.	ನಂತರ ಸಾರ್ವಜನಿಕ ಸಭೆಯನ್ನುದ್ದೇಶಿಸಿ ಮಾತನಾಡಿದ ಪ್ರಧಾನಿ, ಸಂತ ಕಬೀರರಿಗೆ ನಮನ ಸಲ್ಲಿಸಬೇಕೆಂಬ ತಮ್ಮ ಬಹು ವರ್ಷಗಳ ಬಯಕೆ ಇಂದು ಈಡೇರಿದೆ, ಈ ಪವಿತ್ರ ನೆಲ ಮಘರ್ ನಲ್ಲಿ ಶ್ರೇಷ್ಠ ಸಂತರಾದ ಕಬೀರರು, ಗುರುನಾನಕ್ ಮತ್ತು ಬಾಬಾ ಗೋರಖ್ ನಾಥ್ ಅವರು, ಆಧ್ಯಾತ್ಮಿಕ ಅನುಸಂಧಾನದಲ್ಲಿ ತೊಡಗಿದ್ದರು ಎಂದರು.
The Prime Minister said that Sant Kabir represents the essence of India’s soul.	ಸಂತ ಕಬೀರರು ಭಾರತದ ಆತ್ಮದ ಮೂಲತತ್ವವನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತಾರೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
He broke the barriers of caste, and spoke the language of the ordinary, rural Indian, Shri Narendra Modi added.	ಜಾತಿಯ ಎಲ್ಲ ಅಡತಡೆಗಳನ್ನು ಮುರಿದಿದ್ದ ಕಬೀರರು ಗ್ರಾಮೀಣ ಭಾರತೀಯರು ಮಾತನಾಡುತ್ತಿದ್ದಂತಹ ಸಾಮಾನ್ಯ ಭಾಷೆಯಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದರು ಎಂದು ತಿಳಿಸಿದರು.
The Prime Minister said that saints have risen from time to time, in various parts of India, who have guided society to rid itself of social evils.	ಭಾರತದ ನಾನಾ ಭಾಗಗಳಲ್ಲಿ ಕಾಲಕಾಲಕ್ಕೆ ಹಲವು ಸಂತರುಗಳು ಹುಟ್ಟಿದ್ದಾರೆ ಮತ್ತು ಅವರು ಸಮಾಜಕ್ಕೆ ಮಾರ್ಗದರ್ಶನ ನೀಡುತ್ತ, ಸಾಮಾಜಿಕ ಅನಿಷ್ಠಗಳನ್ನು ಅಥವಾ ಪಿಡುಗುಗಳನ್ನು ತೊಡೆದುಹಾಕಲು ಶ್ರಮಿಸಿದ್ದಾರೆ ಎಂದರು.
Naming many such saints from various parts of India, across different eras, the Prime Minister mentioned BabasahebAmbedkar who ensured for every citizen of India, equality, through the Constitution.	ಭಾರತದ ಹಲವು ಭಾಗಗಳಲ್ಲಿನ ಅಂತಹ ಶ್ರೇಷ್ಠ ಸಂತರುಗಳ ಹೆಸರುಗಳನ್ನು ಉಲ್ಲೇಖಿಸಿದ ಪ್ರಧಾನಿ ಅವರು, ಬಾಬಾ ಸಾಹೇಬ್ ಅಂಬೇಡ್ಕರ್ ಅವರ ಹೆಸರನ್ನು ಪ್ರಸ್ತಾಪಿಸಿ, ಅಂಬೇಡ್ಕರ್ ಸಂವಿಧಾನದ ಮೂಲಕ ಭಾರತದ ಪ್ರತಿಯೊಬ್ಬ ಪ್ರಜೆಗೂ ಸಮಾನತೆಯನ್ನು ತಂದುಕೊಟ್ಟರು ಎಂದು ಹೇಳಿದರು.
Making a strong statement against political opportunism, the Prime Minister recalled Sant Kabir’s teaching that the ideal ruler is one who understands the feelings and suffering of the people.	ರಾಜಕೀಯ ಅವಕಾಶವಾದಿತನದ ಬಗ್ಗೆ ಕಠಿಣ ಹೇಳಿಕೆಯನ್ನು ನೀಡಿದ ಪ್ರಧಾನಿ ಅವರು, ಸಂತ ಕಬೀರರ ಬೋಧನೆಗಳಲ್ಲಿರುವಂತೆ ಒಬ್ಬ ಆದರ್ಶ ಆಡಳಿತಗಾರನೆಂದರೆ ಆತ ಜನರ ಭಾವನೆ ಮತ್ತು ನೋವುಗಳನ್ನು ಅರ್ಥಮಾಡಿಕೊಳ್ಳುವವ ಎಂಬುದಾಗಿದೆ.
He said Sant Kabir had criticized all social structures which discriminated among people.	ಜನರ ನಡುವೆ ತಾರತಮ್ಯ ಮಾಡುತ್ತಿದ್ದ ಎಲ್ಲ ಸಾಮಾಜಿಕ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಸಂತ ಕಬೀರರು ಕಟುವಾಗಿ ಟೀಕಿಸಿದ್ದರು ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
In this context, the Prime Minister mentioned the various schemes of the Union Government which seek to empower the poor and underprivileged sections of society, such as Jan DhanYojana, UjjwalaYojana, insurance schemes, toilet construction, and direct benefits transfer.	ಆ ನಿಟ್ಟಿನಲ್ಲಿ ಸಮಾಜದ ಬಡವರು ಮತ್ತು ದುರ್ಬಲ ವರ್ಗದವರ ಸಬಲೀಕರಣಕ್ಕೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ಕೈಗೊಂಡಿರುವ ಜನ್-ಧನ್, ಉಜ್ವಲ ಯೋಜನೆ, ವಿಮಾ ಯೋಜನೆ, ಶೌಚಾಲಯಗಳ ನಿರ್ಮಾಣ ಮತ್ತು ನೇರ ನಗದು ವರ್ಗಾವಣೆ ಮತ್ತಿತರ ಹಲವು ಯೋಜನೆಗಳನ್ನು ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ಉಲ್ಲೇಖಿಸಿದರು.
He also mentioned the increase in pace in various infrastructure sectors such as roads, railways, optical fibre network etc.	ರಸ್ತೆ, ರೈಲ್ವೆ, ಆಪ್ಟಿಕಲ್ ಫೈಬರ್ ಜಾಲ ಮತ್ತಿತರ ಮೂಲಸೌಕರ್ಯ ವಲಯಗಳಲ್ಲಿ ವೇಗದ ಪ್ರಗತಿ ಹೆಚ್ಚಿದೆ ಎಂದು ಪ್ರಧಾನಿ ಉಲ್ಲೇಖಿಸಿದರು.
He said the Union Government is working to ensure that all parts of India receive the fruits of development.	ಅಭಿವೃದ್ಧಿಯ ಫಲ ದೇಶದ ಎಲ್ಲ ಭಾಗಗಳಿಗೂ ತಲುಪಬೇಕು ಎಂಬ ಉದ್ದೇಶದಿಂದ ಕೇಂದ್ರ ಸರ್ಕಾರ ಕಾರ್ಯೋನ್ಮುಖವಾಗಿದೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
He hoped that the teachings of Sant Kabir would help us give shape to the vision of New India.	ಸಂತ ಕಬೀರರ ಬೋಧನೆಗಳು ನವಭಾರತ ನಿರ್ಮಾಣದ ಮುನ್ನೋಟ ರೂಪಿಸಲು ನಮಗೆ ಸಹಾಯಕವಾಗಲಿವೆ ಎಂದು ಪ್ರಧಾನಿ ಆಶಯ ವ್ಯಕ್ತಪಡಿಸಿದರು.
The Prime Minister, Shri Narendra Modi, today dedicated the Sardar Sarovar Dam to the nation.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರಿಂದು ಸರ್ದಾರ್ ಸರೋವರ ಜಲಾಶಯವನ್ನು ದೇಶಕ್ಕೆ ಸಮರ್ಪಿಸಿದರು.
The occasion was marked by prayers and chanting of hymns at the Dam at Kevadia.	ಕೆವಾಡಿಯಾದ ಜಲಾಶಯದಲ್ಲಿ ಕಾರ್ಯಕ್ರಮದ ಅಂಗವಾಗಿ ಪ್ರಾರ್ಥನೆ ಹಾಗೂ ಶ್ಲೋಕಪಠಣ ನಡೆಯಿತು.
The Prime Minister unveiled a plaque to mark the occasion.	ಇದರ ಅಂಗವಾಗಿ ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಫಲಕ ಅನಾವರಣ ಮಾಡಿದರು.
Later, the Prime Minister visited the construction site of the Statue of Unity, an iconic structure dedicated to Sardar Vallabhbhai Patel, at Sadhu Bet, a short distance from the Sardar Sarovar Dam.	ನಂತರ, ಪ್ರಧಾನಿಯವರು ಸರ್ದಾರ್ ಸರೋವರದಿಂದ ತುಸುವೇ ದೂರದಲ್ಲಿರುವ ಸಾಧುಬೆಟ್ ನಲ್ಲಿ ಸರ್ದಾರ್ ವಲ್ಲಭಭಾಯಿ ಪಟೇಲ್ ಅವರಿಗೆ ಸಮರ್ಪಿತವಾದ ಏಕತೆಯ ಪ್ರತಿಮೆ ನಿರ್ಮಾಣವಾಗುತ್ತಿರುವ ಸ್ಥಳಕ್ಕೆ ಭೇಟಿ ನೀಡಿದರು.
He was given an overview of the progress of work at the site.	ಅವರಿಗೆ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯ ಸ್ಥೂಲ ಪರಿಚಯ ಮಾಡಿಸಲಾಯಿತು.
At a large public meeting in Dabhoi, the Prime Minister unveiled a plaque to mark the laying of foundation stone of the National Tribal Freedom Fighters’ Museum.	ದಬೋಯ್ ನಲ್ಲಿ ಬೃಹತ್ ಸಾರ್ವಜನಿಕ ಸಭೆಯಲ್ಲಿ, ಪ್ರಧಾನಮಂತ್ರಿಯವರು ರಾಷ್ಟ್ರೀಯ ಬುಡಕಟ್ಟು ಸ್ವಾತಂತ್ರ್ಯ ಯೋಧರ ವಸ್ತುಸಂಗ್ರಹಾಲಯದ ಶಂಕುಸ್ಥಾಪನೆ ಅಂಗವಾಗಿ ಶಿಲಾನ್ಯಾಸ ನೆರವೇರಿಸಿದರು.
The occasion also marked the closing ceremony of the Narmada Mahotsav, which generated awareness about the River Narmada, in various districts of Gujarat.	ಇದೇ ಸಂದರ್ಭದಲ್ಲಿ ಗುಜರಾತ್ ನ ವಿವಿಧ ಜಿಲ್ಲೆಗಳಲ್ಲಿ ನರ್ಮದಾ ನದಿಯ ಬಗ್ಗೆ ಜಾಗೃತಿ ಮೂಡಿಸಿದ ನರ್ಮದಾ ಮಹೋತ್ಸವದ ಸಮಾರೋಪವೂ ನಡೆಯಿತು.
Speaking on the occasion, he said the huge gathering shows the respect that people have for Maa Narmada.	ಈ ಸಂದರ್ಭದಲ್ಲಿ ಮಾತನಾಡಿದ ಪ್ರಧಾನಮಂತ್ರಿಯವರು, ಈ ಬೃಹತ್ ಜನಸ್ತೋಮ ತಾಯಿ ನರ್ಮದೆಯ ಬಗ್ಗೆ ಇಟ್ಟಿರುವ ಗೌರವವನ್ನು ತೋರಿಸುತ್ತದೆ ಎಂದರು.
On the occasion of Vishwakarma Jayanti, he said that he salutes all those who are working to build the nation.	ವಿಶ್ವಕರ್ಮ ಜಯಂತಿಯ ಸಂದರ್ಭದಲ್ಲಿ ಅವರು ದೇಶದ ನಿರ್ಮಾಣಕ್ಕೆ ಶ್ರಮಿಸುತ್ತಿರುವ ಎಲ್ಲರಿಗೂ ವಂದನೆ ಸಲ್ಲಿಸಿದರು.
Let us leave no stone unturned to build a New India by 2022, the Prime Minister exhorted.	2022ರ ಹೊತ್ತಿಗೆ ನವ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಅಗತ್ಯವಾದ ಯಾವುದೇ ಅವಕಾಶ ಬಿಡುವುದು ಬೇಡ ಎಂದು ಪ್ರಧಾನಿ ಪ್ರತಿಪಾದಿಸಿದರು.
The Prime Minister recalled Sardar Patel’s vision of the dam.	ಜಲಾಶಯದ ಬಗ್ಗೆ ಸರ್ದಾರ್ ಪಟೇಲ್ ಅವರ ದೂರದರ್ಶಿತ್ವವನ್ನು ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಸ್ಮರಿಸಿದರು.
He said that both Sardar Patel and Dr. Babasaheb Ambedkar gave a lot of emphasis to irrigation and waterways.	ಸರ್ದಾರ್ ಪಟೇಲ್ ಮತ್ತು ಡಾ. ಬಾಬಾ ಸಾಹೇಬ್ ಅಂಬೇಡ್ಕರ್ ಅವರು ಜಲ ಮಾರ್ಗ ಮತ್ತು ನೀರಾವರಿಗೆ ಹೆಚ್ಚಿನ ಒತ್ತು ನೀಡಿದ್ದರು ಎಂದರು.
The Prime Minister said lack of water resources has been a major impediment to development.	ನೀರಿನ ಸಂಪನ್ಮೂಲದ ಕೊರತೆ ಅಭಿವೃದ್ಧಿಗೆ ದೊಡ್ಡ ತೊಡಕಾಗಿದೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
We brought Narmada waters to the border areas for the jawans, he said.	ನಾವು ನರ್ಮದಾ ನೀರನ್ನು ಗಡಿ ಪ್ರದೇಶಕ್ಕೆ ನಮ್ಮ ಯೋಧರಿಗಾಗಿ ತಂದಿದ್ದೇವೆ ಎಂದರು.
The saints and seers of Gujarat have played a very big role in the making of the Sardar Sarovar Dam, he said.	ಗುಜರಾತ್ ನ ಸಂತರು ಮತ್ತು ಸ್ವಾಮೀಜಿಗಳು ಸರ್ದಾರ್ ಸರೋವರ ಜಲಾಶಯ ನಿರ್ಮಾಣದಲ್ಲಿ ಪ್ರಮುಖ ಪಾತ್ರ ವಹಿಸಿದ್ದಾರೆ ಎಂದರು.
The waters of the River Narmada will help citizens and transform lives, he added.	ನರ್ಮದೆಯ ನೀರು ಜನತೆಗೆ ನೆರವಾಗುವುದಲ್ಲದೆ ಅವರ ಜೀವನವನ್ನೂ ಪರಿವರ್ತಿಸಲಿದೆ ಎಂದು ತಿಳಿಸಿದರು.
The Prime Minister said that in the western part of the country, there is water shortage, and in the eastern part, there is power and gas shortage.	ದೇಶದ ಪಶ್ಚಿಮ ಭಾಗದಲ್ಲಿ ನೀರಿನ ಕೊರತೆ ಇದೆ, ಪೂರ್ವ ಭಾಗದಲ್ಲಿ ವಿದ್ಯುತ್ ಮತ್ತು ಅನಿಲದ ಕೊರತೆ ಇದೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
He said the Government is working to overcome these shortages, so that India scales new heights of development.	ಈ ಕೊರತೆಗಳ ನಿವಾರಣೆಗೆ ಸರ್ಕಾರ ಶ್ರಮಿಸುತ್ತಿದೆ ಎಂದು ಹೇಳಿದ ಅವರು, ಇದರಿಂದ ಭಾರತ ಅಭಿವೃದ್ಧಿಯ ಹೊಸ ಎತ್ತರ ಏರುತ್ತದೆ ಎಂದರು.
The Prime Minister said the Statue of Unity would be a fitting tribute to Sardar Patel, and would draw tourists from all over.	ಏಕತೆಯ ಪ್ರತಿಮೆ ಸರ್ದಾರ್ ಪಟೇಲರಿಗೆ ಸೂಕ್ತ ಗೌರವಾರ್ಪಣೆಯಾಗಿದೆ, ಮತ್ತು ಇದು ಎಲ್ಲೆಡೆಯಿಂದ ಪ್ರವಾಸಿಗರನ್ನು ಆಕರ್ಷಿಸಲಿದೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
The Prime Minister, Shri Narendra Modi, today addressed the Swachh Kumbh, Swachh Aabhaar event in Prayagraj.	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ಪ್ರಯಾಗ್ ರಾಜ್ ನಲ್ಲಿಂದು ಸ್ವಚ್ಛ ಕುಂಭ, ಸ್ವಚ್ಛ ಆಭಾರ್ ಉದ್ದೇಶಿಸಿ ಮಾತನಾಡಿದರು.
He reached the dais after a dip in the waters of the Holy Sangam at Prayagraj, and after conducting a “Charan Vandana” of select sanitation workers, as a mark of respect to their efforts in ensuring a clean Kumbh.	ಅವರು ಪ್ರಯಾಗ್ ರಾಜ್ ನ ಪವಿತ್ರ ಸಂಗಮದಲ್ಲಿ ಪುಣ್ಯಸ್ನಾನ ಮಾಡಿದ ನಂತರ ಮತ್ತು ಸ್ವಚ್ಛ ಕುಂಭ ಮೇಳಕ್ಕೆ ತಮ್ಮ ಪ್ರಯತ್ನದ ಮೂಲಕ ಎಲ್ಲ ರೀತಿಯಲ್ಲೂ ಸಹಕರಿಸಿದ ಆಯ್ದ ಕೆಲವು ಸ್ವಚ್ಛತಾ ಕಾರ್ಯಕರ್ತರಿಗೆ ‘ಚರಣ ವಂದನಾ’ – ಪಾದ ತೊಳೆದು ನಮಿಸಿದ ನಂತರ ವೇದಿಕೆಗೆ ಆಗಮಿಸಿದರು.
He described all those, who have been involved in ensuring the best of arrangements for the devotees gathering at Prayagraj for the Kumbh, as “Karm-Yogis.”	ಪ್ರಯಾಗ್ ರಾಜ್ ನಲ್ಲಿ ಕುಂಭಕ್ಕಾಗಿ ಭಕ್ತರಿಗೆ ಉತ್ತಮ ವ್ಯವಸ್ಥೆಗಳನ್ನು ಕಲ್ಪಿಸಿದ ಎಲ್ಲರನ್ನು ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ‘ಕರ್ಮಯೋಗಿಗಳು’ ಎಂದು ಬಣ್ಣಿಸಿದರು.
In this context, he mentioned the NDRF, the boatmen, the local population, and the sanitation workers as well.	ಈ ನಿಟ್ಟಿನಲ್ಲಿ ದೋಣಿ ನಡೆಸುವವರು, ಎನ್ ಡಿ ಆರ್ ಎಫ್ ಸಿಬ್ಬಂದಿ ಮತ್ತು ಸ್ಥಳೀಯ ಜನರು ಹಾಗೂ ಎಲ್ಲ ಸ್ವಚ್ಛತಾ ಕಾರ್ಯಕರ್ತರ ಸೇವೆಯನ್ನು ಅವರು ಉಲ್ಲೇಖಿಸಿದರು.
He said the moments when he offered Charan Vandana to some sanitation workers, would always remain etched in his memory.	ತಾವು ಕೆಲವು ಸ್ವಚ್ಛತಾ ಕಾರ್ಯಕರ್ತರಿಗೆ ಮಾಡಿದ ಚರಣ ವಂದನಾ – ಪಾದ ತೊಳೆದು ನಮಸ್ಕರಿಸಿದ್ದು, ಸದಾ ತನ್ನ ನೆನಪಿನಲ್ಲಿ ಉಳಿಯುತ್ತದೆ ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಹೇಳಿದರು.
The Prime Minister said that the Swachh Seva Samman Kosh, announced today would help the sanitation workers and their families, in times of need.	ಇಂದು ಸ್ವಚ್ಛ ಸೇವಾ ಸಮ್ಮಾನ ಕೋಶ ಪ್ರಕಟಿಸಲಾಗಿದೆ, ಇದು ಅಗತ್ಯವಿರುವ ಸಂದರ್ಭಗಳಲ್ಲಿ ಸ್ವಚ್ಛತಾ ಕಾರ್ಯಕರ್ತರು ಮತ್ತು ಅವರ ಕುಟುಂಬದವರಿಗೆ ನೆರವಾಗಲಿದೆ ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಹೇಳಿದರು.
Shri Narendra Modi said that the cleanliness of the River Ganga has also been the subject of much discussion this year.	ಗಂಗಾ ನದಿಯ ಸ್ವಚ್ಛತೆ ವಿಷಯ ಈ ವರ್ಷದ ಚರ್ಚೆಯ ವಿಷಯವಾಗಿತ್ತು ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಹೇಳಿದರು.
He said drains falling into the river are being blocked, and sewage treatment plants being built.	ನದಿಗೆ ಹರಿದು ಬರುತ್ತಿದ್ದ ಕೊಳಚೆ ನೀರನ್ನು ತಡೆದು ನಿಲ್ಲಿಸಲಾಗಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಶುದ್ಧೀಕರಣ ಘಟಕಗಳನ್ನು ಸ್ಥಾಪಿಸಲಾಗಿದೆ ಎಂದರು.
He said the gifts and mementoes he has received as Prime Minister have also been auctioned, and their proceeds have also gone towards Namaami Gange.	ಪ್ರಧಾನಿಯಾಗಿ ತಾವು ಸ್ವೀಕರಿಸಿದ ಎಲ್ಲ ಉಡುಗೊರೆಗಳು ಮತ್ತು ಸ್ಮರಣಿಕೆಗಳನ್ನು ಹರಾಜು ಹಾಕಲಾಗುತ್ತಿದ್ದು, ಅದರಿಂದ ಬರುವ ಎಲ್ಲ ಹಣವನ್ನು ನಮಾಮಿ ಗಂಗಾ ಯೋಜನೆಗೆ ನೀಡಲಾಗುವುದು ಎಂದು ಅವರು ಹೇಳಿದರು.
The Prime Minister had a special word of appreciation for the boatmen (Naviks) involved in Kumbh as well.	ಕುಂಭಮೇಳದಲ್ಲಿ ಭಾಗಿಯಾದ ಎಲ್ಲ ದೋಣಿ ನಡೆಸುವವರು – ನಾವಿಕರ ಬಗ್ಗೆ ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ವಿಶೇಷ ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸಿದರು.
He also noted that for the first time since independence, pilgrims arriving for Kumbh had a chance to visit the Akshay Vat.	ಸ್ವಾತಂತ್ರ್ಯಾ ನಂತರ ಇದೇ ಮೊದಲ ಬಾರಿ ಕುಂಭಕ್ಕೆ ಭೇಟಿ ನೀಡುತ್ತಿರುವ ಭಕ್ತರಿಗೆ ಅಕ್ಷಯ ವಟ್ ಗೆ ಭೇಟಿ ನೀಡುವ ಅವಕಾಶ ದೊರೆತಿದೆ ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಉಲ್ಲೇಖಿಸಿದರು.
The Prime Minister thanked everyone present in the gathering for fulfilling his vision of a Kumbh that was a blend of spirituality, faith and modernity.	ಆಧುನಿಕತೆ, ನಂಬಿಕೆ ಮತ್ತು ಧಾರ್ಮಿಕತೆಯ ಸಮ್ಮಿಶ್ರವಾಗಿರುವ ಕುಂಭಮೇಳಕ್ಕೆ ಭೇಟಿ ನೀಡಿ ತಮ್ಮ ಆಸೆಯನ್ನು ಪೂರೈಸಿಕೊಂಡ ಪ್ರತಿಯೊಬ್ಬರಿಗೂ ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ಧನ್ಯವಾದ ಹೇಳಿದರು.
He also appreciated the role being played by the Uttar Pradesh Police in this regard.	ಮೇಳದ ಯಶಸ್ಸಿಗಾಗಿ ಶ್ರಮಿಸುತ್ತಿರುವ ಹಾಗೂ ಮಹತ್ವದ ಪಾತ್ರವಹಿಸಿರುವ ಉತ್ತರಪ್ರದೇಶದ ಪೊಲೀಸರನ್ನು ಪ್ರಧಾನಮಂತ್ರಿ ಅವರು ಅಭಿನಂದಿಸಿದರು.
He dedicated the campus of the International Rice Research Institute, at Varanasi, to the nation.	ಅವರು ವಾರಣಾಸಿಯಲ್ಲಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಅಕ್ಕಿ ಸಂಶೋಧನಾ ಸಂಸ್ಥೆಯ ಕ್ಯಾಂಪಸ್ಸನ್ನು ಲೋಕಾರ್ಪಣೆಗೈದರು .
He visited various laboratories of the Institute.	ಅವರು ಸಂಸ್ಥೆಯ ವಿವಿಧ ಪ್ರಯೋಗಾಲಯಗಳಿಗೆ ಭೇಟಿ ನೀಡಿದರು.
At the DeendayalHastkalaSankul, the Prime Minister visited the One District, One Product (ODOP) Exhibition.	ದೀನ ದಯಾಳ ಹಸ್ತಕಲಾ ಸಂಕುಲದಲ್ಲಿ ಪ್ರಧಾನ ಮಂತ್ರಿ ಅವರು “ ಒಂದು ಜಿಲ್ಲೆ, ಒಂದು ಉತ್ಪನ್ನ” (ಒ.ಡಿ.ಒ.ಪಿ.)
He launched a Comprehensive Pension Management Scheme.	ವಸ್ತು ಪ್ರದರ್ಶನಕ್ಕೆ ಭೇಟಿ ನೀಡಿದರು.
He unveiled plaques to mark the laying of Foundation Stones, or dedication of various projects in Varanasi.	ಅವರು ಸಮಗ್ರ ಪೆನ್ಷನ್ ಆಡಳಿತ ಯೋಜನೆಯನ್ನು ಕಾರ್ಯಾರಂಭಗೊಳಿಸಿದರು.ವಾರಣಾಸಿಯಲ್ಲಿ ವಿವಿಧ ಶಿಲಾನ್ಯಾಸ ಮತ್ತು ವಿವಿಧ ಯೋಜನೆಗಳ ಕಾರ್ಯಾರಂಭದ ನಾಮ ಫಲಕಗಳನ್ನು ಅನಾವರಣಗೊಳಿಸಿದರು.
Mentioning the various projects unveiled today, he said they all have a common theme: Ease of Living, and Ease of Doing Business.	ಇಂದು ಕಾರ್ಯಾರಂಭಗೊಳಿಸಿದ ವಿವಿಧ ಯೋಜನೆಗಳನ್ನು ಪ್ರಸ್ತಾಪಿಸಿದ ಅವರು ಇವೆಲ್ಲವೂ ಏಕ ಉದ್ದೇಶವನ್ನು ಹೊಂದಿವೆ: ಜೀವಿಸಲು ಉತ್ತಮ ಅವಕಾಶವನ್ನು ಒದಗಿಸುವುದು ಮತ್ತು ವ್ಯಾಪಾರೋದ್ಯಮಕ್ಕೆ ಅನುಕೂಲಕರ ವಾತಾವರಣವನ್ನು ನಿರ್ಮಿಸುವುದು ಇದರ ಹಿಂದಿನ ಉದ್ದೇಶ ಎಂದರು.
He described the Uttar Pradesh Government’s “One District, One Product” scheme as an extension of “Make in India.”	ಉತ್ತರ ಪ್ರದೇಶ ಸರಕಾರದ “ ಒಂದು ಜಿಲ್ಲೆ, ಒಂದು ಉತ್ಪನ್ನ “ ಯೋಜನೆ “ಮೇಕ್ ಇನ್ ಇಂಡಿಯಾ”ದ ವಿಸ್ತರಣೆ ಎಂದವರು ಬಣ್ಣಿಸಿದರು.
The Prime Minister said that the Union Government has worked to make the lives of common people better, and to promote ease of doing business.	ಕೇಂದ್ರ ಸರಕಾರವು ಸಾಮಾನ್ಯ ಜನರ ಜೀವನವನ್ನು ಉತ್ತಮಪಡಿಸುವ ನಿಟ್ಟಿನಲ್ಲಿ ಕೆಲಸ ಮಾಡಿದೆ ಮತ್ತು ವ್ಯಾಪಾರೋದ್ಯಮಕ್ಕೆ ಉತ್ತಮ ಅವಕಾಶಗಳನ್ನು ಉತ್ತೇಜಿಸುತ್ತಿದೆ ಎಂದೂ ಪ್ರಧಾನ ಮಂತ್ರಿ ಹೇಳಿದರು.
He said over one lakh Panchayats in the country are now connected via broadband.	ದೇಶದಲ್ಲಿ ಒಂದು ಲಕ್ಷಕ್ಕೂ ಅಧಿಕ ಪಂಚಾಯತುಗಳು ಈಗ ಬ್ರಾಡ್ ಬ್ಯಾಂಡಿನೊಂದಿಗೆ ಸಂಪರ್ಕಿಸಲ್ಪಟ್ಟಿವೆ ಎಂದವರು ಹೇಳಿದರು.
The Prime Minister said Digital India, apart from facilitating people, is also bringing in transparency in government working, and curbing corruption.	ಡಿಜಿಟಲ್ ಇಂಡಿಯಾ ಜನರಿಗೆ ಅನುಕೂಲತೆಗಳನ್ನು ಒದಗಿಸುತ್ತಿರುವುದು ಮಾತ್ರವಲ್ಲದೆ ಸರಕಾರೀ ಕೆಲಸದಲ್ಲಿ ಪಾರದರ್ಶಕತೆಯನ್ನು ತರುತ್ತಿದೆ ಮತ್ತು ಭ್ರಷ್ಟಾಚಾರವನ್ನು ತಡೆಯುತ್ತಿದೆ ಎಂದರು.
